Timestamp,Enter your three-letter initials here.,Choose the collector's name and culture that this recording comes from.,"Enter the filenames of all original audio files associated with this subject (i.e., the person whose vocalizations are being recorded).","Are there any additional files associated with this subject? If so, enter their filenames.",What is this subject's unique identifier?,Which of the following samples are present?,Which recording will you be using? (MS or XY),Note any exceptions when choosing MS or XY,What time of day were the samples recorded?,What is the gender of the singer/speaker?,Which of the following roles of the singer/speaker does the researcher indicate?,"Is an infant present, as specified by the researcher?",What is the gender of the infant?,What is the relationship between the subject and the infant?,What is the age of the infant (in months)?,Is the age of the infant estimated by the researcher?,"In general, did you have trouble hearing the subject's vocalizations?",Are there any of the following sounds audible in addition to the subject and the researcher?,How much of an issue was background noise in hearing the subject's vocalizations?,How loud was the subject's vocalization?,Describe any problems with the audio here.,Note any additional information provided by the researcher about these recordings.,"Notes from 2nd coder. Please format notes with the sample name, description of notes, and your personal three letter identifier (e.g. ""WEL01A: Clipped out 1 second at the end to remove researcher's voice. CMB; WEL01C: Removed 2 seconds of silence from the beginning of the clip. CMB"")"
3/26/2018 11:59:55,ERA,Jasienska & Galbarczyk - Urban Krakow,"K005 XY, K005 MS",POLAND.xslx,KRA05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,9,Yes,No,Infant(s),1,4,,,"KRA05C Cut off singer awkwardly, checked original was because researcher interupted, could be cut a more graceful way potentially? DWL"
3/26/2018 12:06:42,ERA,Jasienska & Galbarczyk - Urban Krakow,"K006 XY, K006 MS",POLAND.xslx,KRA06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,"KRA06D Has researcher ""mhm"" in beginning of sample, but sample is also very short. DWL"
3/26/2018 12:12:50,ERA,Jasienska & Galbarczyk - Urban Krakow,"K007 XY, K007 MS",POLAND.xslx,KRA07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,,
3/26/2018 12:20:19,ERA,Jasienska & Galbarczyk - Urban Krakow,"K008 XY, K008 MS",POLAND.xslx,KRA08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,7,Yes,No,Infant(s),1,4,,,
3/26/2018 12:27:38,ERA,Jasienska & Galbarczyk - Urban Krakow,"K009 MS, K009 XY",POLAND.xslx,KRA09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,5,,,
3/26/2018 12:38:19,ERA,Jasienska & Galbarczyk - Urban Krakow,"K010 XY, K010 MS",POLAND.xslx,KRA10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,9,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,5,,,
3/26/2018 12:45:31,ERA,Jasienska & Galbarczyk - Urban Krakow,"K011 XY, K011 MS",POLAND.xslx,KRA11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,12,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/26/2018 13:00:05,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L001 MS, L001 XY",POLAND.xslx,LIM01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,1,Yes,No,Infant(s),1,4,,,
3/26/2018 13:05:45,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L002 XY, L002 MS",POLAND.xslx,LIM02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,3,Yes,No,Infant(s),1,4,,,
3/26/2018 13:29:05,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L003 XY, L003 MS",POLAND.xslx,LIM03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,3,Yes,No,Infant(s),2,4,,,
3/26/2018 13:37:42,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L004 MS, L004 XY",POLAND.xslx,LIM04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,Infant(s),1,4,,,
3/26/2018 13:44:34,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L005 XY, L005 MS",POLAND.xslx,LIM05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),2,4,,,
3/26/2018 13:52:06,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L006 XY, L006 MS",POLAND.xslx,LIM06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),2,4,,,"LIM06A Original sample between 0:21.311 and 0:35.599, which included subject laughter. Changed clip to 0:41.722 to 0:57.112, which includes more infant noises but singer is more contiguous. DWL; LIM06B has sudden DEAFENING baby screech at the very beginning, may burst an eardrum.  "
3/26/2018 13:58:54,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L007 MS, L007 XY",POLAND.xslx,LIM07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,5,Yes,No,Infant(s),1,4,,,
3/26/2018 14:20:35,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L008 XY, L008 MS",POLAND.xslx,LIM08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,Yes,No,Infant(s),2,4,,,
3/26/2018 14:26:39,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L009 XY, L009 MS",POLAND.xslx,LIM09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,Infant(s),1,4,,,
3/26/2018 14:34:00,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L010 XY, L010 MS",POLAND.xslx,LIM10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,11,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,,
3/26/2018 14:41:24,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L011 XY, L011 MS",POLAND.xslx,LIM11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,Yes,No,No other sounds are audible; this is a pristine recording,1,4,,,
3/26/2018 14:49:01,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L012 MS, L012 XY",POLAND.xslx,LIM12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,3,Yes,No,Infant(s),1,4,,,
3/26/2018 14:54:33,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L013 MS, L013 XY",POLAND.xslx,LIM13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,3,Yes,No,Infant(s),1,4,,,
3/26/2018 14:59:59,ERA,Jasienska & Galbarczyk - Rural Southern Poland,"L014 MS, L014 XY",POLAND.xslx,LIM14,"Infant-directed song, Infant-directed speech, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,3,Yes,No,Infant(s),1,5,,,"LIM14A is mostly whispered, not sure if it counts as a song? DWL"
3/28/2018 15:35:18,ERA,Schachner & Kim - Urban San Diego (USA),"IDS001_7mos_170727_MS, IDS001_7mos_170727_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,11,Yes,No,Adult(s),2,4,,The recording took place in the waiting room.,
3/28/2018 15:45:17,ERA,Schachner & Kim - Urban San Diego (USA),"IDS002_7mos_170814_MS, IDS002_7mos_170814_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,7,Yes,No,"Infant(s), Adult(s)",1,4,,,
3/28/2018 15:52:46,ERA,Schachner & Kim - Urban San Diego (USA),"IDS003_7mos_170905_MS, IDS003_7mos_170905_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,7,Yes,No,"Infant(s), Adult(s)",1,4,,,
3/29/2018 17:27:28,ERA,Schachner & Kim - Urban San Diego (USA),"IDS004_8mos_170905_MS, IDS004_8mos_170905_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,"Infant(s), Adult(s)",1,4,,,
3/29/2018 17:37:20,ERA,Schachner & Kim - Urban San Diego (USA),"IDS005_8mos_170906_MS, IDS005_8mos_170906_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),1,4,,,
3/29/2018 17:45:51,ERA,Schachner & Kim - Urban San Diego (USA),"IDS006_8mos_170920_MS, IDS006_8mos_170920_XY","Schachter_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),1,4,,,
3/29/2018 17:52:47,ERA,Schachner & Kim - Urban San Diego (USA),"IDS007_7mos_170922_MS, IDS007_7mos_170922_XY","Schachter_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,7,Yes,No,Infant(s),2,4,,,"USD07C is the spoken/rap part from Kesha's Tik Tok, has deafening baby scream at 0:06 DWL"
3/29/2018 18:01:43,ERA,Schachner & Kim - Urban San Diego (USA),"IDS008_6mos_171024_XY, IDS008_6mos_171024_MS","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,Infant(s),2,4,,,
3/30/2018 11:29:20,ERA,Schachner & Kim - Urban San Diego (USA),"IDS009_6mos_171025_XY, IDS009_6mos_171025_MS","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,Researcher suggested to exclude because adult-directed song was sung in a mix of English and Russian.,
3/30/2018 11:41:35,ERA,Schachner & Kim - Urban San Diego (USA),"IDS010_7mos_171026_MS.wav, IDS010_7mos_171026_XY.wav","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Male,Father of infant,7,Yes,No,"Infant(s), Adult(s)",1,4,,The IRB approved was for the mother to participate in the study but the father participated instead.,"USD10D had researcher voice repeat ""engineering,"" clipped out. DWL"
3/30/2018 11:55:14,ERA,Schachner & Kim - Urban San Diego (USA),"IDS011_8mos_171103_usethis_introAtTheEnd_MS.wav, IDS011_8mos_171103_usethis_introAtTheEnd_XY.wav,
IDS011_8mos_171103_intro_MS.wav,
IDS011_8mos_171103_intro_XY.wav","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,Parent (gender unspecified),Yes,Male,Parent of infant (gender unspecified),8,Yes,No,Infant(s),1,5,,Introduction was recorded separately.,
3/30/2018 12:05:04,ERA,Schachner & Kim - Urban San Diego (USA),"IDS012_6mos_171108_MS.wav, IDS012_6mos_171108_XY.wav","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,,
3/30/2018 12:39:01,DWL,Song - Urban Beijing (China),"SR001MS.WAV, SR001XY.WAV",,BEJ01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Female,Not specified,15,No,No,"Infant(s), Child or children, Adult(s)",2,4,,Recorded in subject's home.,
3/30/2018 12:56:23,DWL,Song - Urban Beijing (China),"SR002MS.WAV, SR002XY.WAV",,BEJ02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,18,No,No,Infant(s),1,4, ,"*BEJ02B Researcher asked subject to speak the lyrics of the ID-song, dierected towards the infant",
3/30/2018 13:07:55,DWL,Song - Urban Beijing (China),"SR003MS.WAV, SR003XY.WAV",,BEJ03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Female,Not specified,19,No,No,"Infant(s), Child or children",2,5,, AD-song is about remembering the past.,BEJ3B: Clipped out the researcher's explanation of the following task in the end. ERA
4/2/2018 11:31:05,ERA,Schachner & Kim - Urban San Diego (USA),"IDS013_6mos_171115_MS.wav, IDS013_6mos_171115_XY.wav ","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,Infant(s),2,5,,"""Too fussy""",
4/2/2018 11:39:06,ERA,Schachner & Kim - Urban San Diego (USA),"IDS014_8mos_171117_XY.wav, IDS014_8mos_171117_MS.wav","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,Infant(s),1,4,,Didn't record introduction.,
4/2/2018 11:57:37,ERA,Schachner & Kim - Urban San Diego (USA),"IDS015_6mos_171122_MS.WAV, IDS015_6mos_171122_XY.WAV","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,Infant(s),1,4,,Instruction recorded at the end,"USD15B: Clipped out reseacher ""Yup,"" and giggle at end of clip DWL"
4/2/2018 12:05:27,ERA,Schachner & Kim - Urban San Diego (USA),"IDS016_6mos_171122_XY, IDS016_6mos_171122_MS","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf
",USD16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,Infant(s),1,4,,Instruction recorded at the end.,
4/2/2018 12:14:46,ERA,Schachner & Kim - Urban San Diego (USA),"IDS017_5mos_171205_MS, IDS017_5mos_171205_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf
",USD17,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,Yes,No,Infant(s),1,4,,"""(1) Sang a three short AD songs. The recording was paused (4:06) in the middle because mom wanted to look at the lyrics in between.
(2) There was  a random knocking sound on the wall from next door during some parts of AD Song. 
- The 1st AD Song was not interrupted (1:42 ~ 1:48)
- The 2nd AD song was not interrupted(2:20 ~ 2:26)
- The last 36 seconds of the 3rd AD Song (4:22 ~ 4:57) was usable and not interrupted, but the first 6 seconds of the 3rd AD song was interrupted (4:15 ~ 4:21).
(3) Mom's voice was a bit small (almost whispering for ID song)""",
4/2/2018 12:25:52,ERA,Schachner & Kim - Urban San Diego (USA),"IDS018_4mos_171206_MS, IDS018_4mos_171206_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,4,Yes,No,Infant(s),1,4,,,
4/2/2018 12:34:26,ERA,Schachner & Kim - Urban San Diego (USA),"IDS019_4mos_171207_MS, IDS019_4mos_171207_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD19,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,Yes,No,Infant(s),1,4,,"""Mixed responses -- Mom wrote "" child born early (14 days early)"" in the Participant questionnaire, and checked ""full-term"" for contact info update...""",
4/2/2018 12:41:50,ERA,Schachner & Kim - Urban San Diego (USA),"IDS020_4mos_171208_MS, IDS020_4mos_171208_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD20,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,4,Yes,No,Infant(s),1,4,,,
4/2/2018 12:49:36,ERA,Schachner & Kim - Urban San Diego (USA),"IDS021_5mos_171208_MS, IDS021_5mos_171208_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD21,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,5,Yes,No,Infant(s),1,4,,"""preterm (34 weeks of gestation at birth)""",
4/2/2018 13:05:47,ERA,Schachner & Kim - Urban San Diego (USA),"IDS022_5mos_171208_MS, IDS022_5mos_171208_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD22,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,5,Yes,No,Infant(s),1,4,,"""preterm (35 weeks of gestation at birth)""",USD22A and USD22B are in Korean. DWL
4/2/2018 13:20:19,ERA,Schachner & Kim - Urban San Diego (USA),"IDS023_5mos_180216_MS, IDS023_5mos_180216_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD23,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,Parent (gender unspecified),Yes,Female,Mother of infant,5,Yes,No,Infant(s),1,4,,"""The baby was already drowsy during the recording.""",
4/2/2018 13:35:26,ERA,Schachner & Kim - Urban San Diego (USA),"IDS024_5mos_180219_MS, IDS024_5mos_180219_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD24,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,5,Yes,No,Infant(s),1,4,,"""""Langauge: 70% Vietnamese, 30% English. Recordings in English. 
During the Infant-directed recordings, the baby was sitting on dad's lap, and mom sang/spoke to the baby.""",
4/2/2018 13:43:58,ERA,Schachner & Kim - Urban San Diego (USA),"IDS025_5mos_180223_MS, IDS025_5mos_180223_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD25,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,Parent (gender unspecified),Yes,Male,Parent of infant (gender unspecified),5,Yes,No,Infant(s),1,4,,,
4/2/2018 13:51:22,ERA,Schachner & Kim - Urban San Diego (USA),"IDS027_6mos_180228_MS, IDS027_6mos_180228_XY","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD26,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,5,Yes,No,Infant(s),2,4,,,
4/2/2018 13:58:57,ERA,Schachner & Kim - Urban San Diego (USA),"IDS028_6mos_180309_MS.WAV, IDS028_6mos_180309_XY.WAV","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD27,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,Infant(s),1,4,,,
4/2/2018 14:08:00,ERA,Schachner & Kim - Urban San Diego (USA),"IDS029_12mos_180313_MS.WAV, IDS029_12mos_180313_XY.WAV","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD28,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,12,Yes,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",2,4,,"""Infant-directed singing part recorded for 21 seconds (00:29 to 00:50), and then got slightly interreupted by her sibling (4 year old).""",
4/2/2018 14:22:26,ERA,Schachner & Kim - Urban San Diego (USA),"IDS030_3mos_180320_usethis_introAtTheEnd_MS.wav, IDS030_3mos_180320_usethis_introAtTheEnd_XY.wav, IDS030_3mos_180320_intro_MS.wav, IDS030_3mos_180320_intro_XY.wav","Schachner_UCSanDiego_ParticipantLog.xslx, Extra info (e-mail thread).pdf",USD29,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,3,Yes,No,Infant(s),1,4,,"""Introduction recorded separately, due to being interrupted with a question. The introduction was recorded again at the end of the main recording. """,
4/5/2018 10:16:58,DWL,Song - Urban Beijing (China),"SR004MS.WAV, SR004XY.WAV",,BEJ04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Female,Not specified,22,No,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,Recording in subject's home. AD-song is about love among young people. ,
4/5/2018 10:25:56,DWL,Song - Urban Beijing (China),"SR005MS.WAV, SR005XY.WAV",,BEJ05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,4,No,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,ID-song is in English. AD-song is a song about encouraging others.,
4/5/2018 10:32:31,DWL,Song - Urban Beijing (China),"SR006MS.WAV, SR006XY.WAV",,BEJ06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,24,Yes,No,No other sounds are audible; this is a pristine recording,1,3,,Recording in researcher's home. AD-song is about love. ,
4/5/2018 10:40:07,DWL,Song - Urban Beijing (China),"SR007MS.WAV, SR007XY.WAV",,BEJ07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,3,No,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,3,,Recorded in researcher's home. AD-song is a love song sung between lovers in a stable relationship,
4/5/2018 10:46:05,DWL,Song - Urban Beijing (China),"SR008MS.WAV, SR008XY.WAV",,BEJ08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,8,No,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,2,,Recording in researcher's house. AD-song is sung at class reunions,
4/5/2018 10:53:47,DWL,Song - Urban Beijing (China),"SR009MS.WAV, SR009XY.WAV",,BEJ09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,5,No,No,Infant(s),1,2,,Recorded in participant's home. AD-song is about love.,
4/5/2018 11:01:17,DWL,Song - Urban Beijing (China),"SR010MS.WAV, SR010XY.WAV",,BEJ10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,4,No,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,Recorded in the participant's home. AD-song is about love for the province of Chengdu,
4/5/2018 11:11:45,DWL,Song - Urban Beijing (China),"SR011MS.WAV, SR011XY.WAV",,BEJ11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,24,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,Recorded in the participant's fencing studio. AD-song is about traveling in China.,
4/5/2018 11:18:13,DWL,Song - Urban Beijing (China),"SR012MS.WAV, SR012XY.WAV",,BEJ12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Male,Father of infant,11,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,Recording in the researcher's car. AD-song is about first love.,
4/5/2018 11:28:14,DWL,Song - Urban Beijing (China),"SR013MS.WAV, SR013XY.WAV",,BEJ13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Female,Not specified,1,No,No,"Child or children, Adult(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",2,3,,Recorded in participant's home.,
4/5/2018 12:16:42,DWL,Song - Urban Beijing (China),"SR014MS.WAV, SR014XY.WAV",,BEJ14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Female,Not specified,12,Yes,No,"Infant(s), Adult(s)",1,3,,Recorded in participant's home. AD-song is about love.,
4/5/2018 12:28:50,DWL,Song - Urban Beijing (China),"SR015MS.WAV, SR015XY.WAV",,BEJ15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,6,No,No,Infant(s),1,4,,Recoding in the participant's home. ,
4/5/2018 12:37:05,DWL,Song - Urban Beijing (China),"SR016MS.WAV, SR016XY.WAV",,BEJ16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,17,No,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,3,,Recorded in participant's home. AD-song is about love.,
4/5/2018 12:43:06,DWL,Song - Urban Beijing (China),"SR017MS.WAV, SR017XY.WAV",,BEJ17,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,11,No,No,Infant(s),2,4,,"Recorded in participant's house. AD-song about love, typically sang in KTV.",
4/5/2018 12:48:42,DWL,Song - Urban Beijing (China),"SR018MS.WAV, SR018XY.WAV",,BEJ18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Female,Not specified,4,No,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,3,,Recorded in participant's home. AD-song about love.,
